nameWithOwner,url,stargazers/totalCount,watchers/totalCount,forks/totalCount,releases/totalCount,createdAt,primaryLanguage/name,totalLOC
expectocode/telegram-export,https://github.com/expectocode/telegram-export,330,28,72,4,2017-10-01T10:48:02Z,Python,3197
vitorbalbio/code,https://github.com/vitorbalbio/code,119,55,61,0,2013-12-12T17:50:45Z,Python,355
adobe/antialiased-cnns,https://github.com/adobe/antialiased-cnns,1049,31,133,0,2019-05-14T20:51:25Z,Python,2053
sripathikrishnan/redis-rdb-tools,https://github.com/sripathikrishnan/redis-rdb-tools,3647,197,540,9,2012-03-10T11:09:12Z,Python,3716
NVlabs/DG-Net,https://github.com/NVlabs/DG-Net,842,23,142,0,2019-06-28T18:53:05Z,Python,3793
petercunha/Emotion,https://github.com/petercunha/Emotion,289,22,127,0,2017-11-13T15:11:28Z,Python,893
bastula/dicompyler,https://github.com/bastula/dicompyler,161,27,71,1,2015-06-10T15:25:31Z,Python,7376
MichalDanielDobrzanski/DeepLearningPython35,https://github.com/MichalDanielDobrzanski/DeepLearningPython35,1608,122,803,0,2016-07-29T18:09:27Z,Python,1260
hughperkins/pytorch,https://github.com/hughperkins/pytorch,416,32,66,16,2015-08-29T03:31:50Z,Python,2495
django-cache-machine/django-cache-machine,https://github.com/django-cache-machine/django-cache-machine,780,26,135,5,2010-02-09T23:01:12Z,Python,1664
freelawproject/courtlistener,https://github.com/freelawproject/courtlistener,172,37,67,0,2014-07-25T13:22:00Z,Python,75846
shannonturner/python-lessons,https://github.com/shannonturner/python-lessons,446,95,183,0,2013-10-20T13:15:33Z,Python,2923
gustavz/realtime_object_detection,https://github.com/gustavz/realtime_object_detection,248,24,96,3,2017-12-21T15:11:35Z,Python,2249
aio-libs/aiohttp-security,https://github.com/aio-libs/aiohttp-security,160,10,51,2,2015-07-08T17:29:47Z,Python,1969
karpathy/ulogme,https://github.com/karpathy/ulogme,739,30,138,0,2014-05-13T02:16:30Z,Python,248
Lawouach/WebSocket-for-Python,https://github.com/Lawouach/WebSocket-for-Python,1066,55,261,0,2011-08-08T20:53:26Z,Python,7491
diafygi/acme-tiny,https://github.com/diafygi/acme-tiny,4363,167,490,0,2015-11-26T05:44:00Z,Python,554
emilwallner/Coloring-greyscale-images,https://github.com/emilwallner/Coloring-greyscale-images,674,28,150,0,2017-08-28T09:01:43Z,Python,2581
nerdvegas/rez,https://github.com/nerdvegas/rez,467,88,175,116,2012-04-17T12:02:03Z,Python,118101
jasonish/py-idstools,https://github.com/jasonish/py-idstools,182,31,65,11,2013-07-12T22:14:52Z,Python,9514
openworm/OpenWorm,https://github.com/openworm/OpenWorm,1010,156,124,3,2012-12-01T03:36:14Z,Python,265
MJL85/natlas,https://github.com/MJL85/natlas,343,38,72,3,2015-07-05T19:14:57Z,Python,4759
jhpyle/docassemble,https://github.com/jhpyle/docassemble,315,33,123,0,2015-04-18T02:09:32Z,Python,82363
jcarbaugh/django-wordpress,https://github.com/jcarbaugh/django-wordpress,308,28,70,0,2009-03-27T17:34:59Z,Python,977
marshmallow-code/marshmallow,https://github.com/marshmallow-code/marshmallow,4542,86,476,0,2013-11-10T21:32:24Z,Python,14304
ColeMurray/medium-facenet-tutorial,https://github.com/ColeMurray/medium-facenet-tutorial,185,11,96,0,2017-08-06T17:12:02Z,Python,718
skylines-project/skylines,https://github.com/skylines-project/skylines,269,29,79,0,2011-12-27T12:33:23Z,Python,17314
NaturalHistoryMuseum/pyzbar,https://github.com/NaturalHistoryMuseum/pyzbar,228,24,49,0,2016-11-08T08:54:38Z,Python,1190
sublime-emacs/sublemacspro,https://github.com/sublime-emacs/sublemacspro,538,25,70,0,2012-02-13T08:34:44Z,Python,4158
SublimeText-Markdown/MarkdownEditing,https://github.com/SublimeText-Markdown/MarkdownEditing,2805,105,541,13,2012-05-17T18:39:57Z,Python,3031
xingyizhou/ExtremeNet,https://github.com/xingyizhou/ExtremeNet,869,25,139,0,2019-01-07T00:56:51Z,Python,5025
deworrall92/harmonicConvolutions,https://github.com/deworrall92/harmonicConvolutions,234,11,41,2,2016-03-24T17:58:16Z,Python,3066
andrewcooke/simple-crypt,https://github.com/andrewcooke/simple-crypt,234,15,58,0,2012-12-24T10:09:47Z,Python,645
ladybug-tools/honeybee-legacy,https://github.com/ladybug-tools/honeybee-legacy,103,53,114,6,2013-11-15T05:20:53Z,Python,0
iGhibli/iOS-DeviceSupport,https://github.com/iGhibli/iOS-DeviceSupport,3536,146,507,0,2017-04-07T07:52:42Z,Python,46
frenetic-lang/pyretic,https://github.com/frenetic-lang/pyretic,156,64,92,1,2012-08-29T20:53:21Z,Python,124623
unrealcv/synthetic-computer-vision,https://github.com/unrealcv/synthetic-computer-vision,746,70,135,0,2016-08-10T19:31:52Z,Python,240
CityOfZion/neo-python,https://github.com/CityOfZion/neo-python,311,41,201,1,2017-07-16T23:05:32Z,Python,47692
flashingpumpkin/django-socialregistration,https://github.com/flashingpumpkin/django-socialregistration,618,9,126,0,2009-10-05T13:25:56Z,Python,3852
qqueing/DeepSpeaker-pytorch,https://github.com/qqueing/DeepSpeaker-pytorch,242,17,83,0,2017-10-21T14:50:45Z,Python,1425
nemonik/Intellect,https://github.com/nemonik/Intellect,321,28,70,0,2011-08-04T18:24:34Z,Python,14377
mpenning/ciscoconfparse,https://github.com/mpenning/ciscoconfparse,492,101,168,0,2014-02-09T18:46:18Z,Python,18992
shtalinberg/django-el-pagination,https://github.com/shtalinberg/django-el-pagination,254,12,57,0,2015-12-06T14:29:23Z,Python,4474
philipperemy/keract,https://github.com/philipperemy/keract,707,28,142,7,2017-05-17T04:50:57Z,Python,1046
shreyaspadhy/UNet-Zoo,https://github.com/shreyaspadhy/UNet-Zoo,256,9,56,0,2017-12-09T20:48:15Z,Python,1394
rams3sh/Aaia,https://github.com/rams3sh/Aaia,177,11,23,0,2019-07-28T05:45:20Z,Python,2126
oliver006/elasticsearch-test-data,https://github.com/oliver006/elasticsearch-test-data,164,9,64,0,2015-01-25T20:04:04Z,Python,281
dontfollowmeimcrazy/imagenet,https://github.com/dontfollowmeimcrazy/imagenet,141,6,70,0,2017-01-17T16:40:46Z,Python,1464
OpenGeoscience/geonotebook,https://github.com/OpenGeoscience/geonotebook,961,64,125,0,2016-07-26T19:48:45Z,Python,12314
yuanxiaosc/DeepNude-an-Image-to-Image-technology,https://github.com/yuanxiaosc/DeepNude-an-Image-to-Image-technology,3234,191,1419,0,2019-06-28T16:53:29Z,Python,2281
deepchem/deepchem,https://github.com/deepchem/deepchem,1963,151,643,12,2015-09-24T23:20:28Z,Python,-1
marcosfede/algorithms,https://github.com/marcosfede/algorithms,954,44,117,0,2017-05-01T03:08:34Z,Python,15070
benedekrozemberczki/awesome-graph-classification,https://github.com/benedekrozemberczki/awesome-graph-classification,3141,179,510,0,2018-07-14T12:13:44Z,Python,4
yanpanlau/Keras-FlappyBird,https://github.com/yanpanlau/Keras-FlappyBird,393,27,184,0,2016-07-12T11:15:35Z,Python,511
AnasAboureada/Penetration-Testing-Study-Notes,https://github.com/AnasAboureada/Penetration-Testing-Study-Notes,322,31,67,0,2015-11-02T08:44:05Z,Python,6251
jupyter/nbdime,https://github.com/jupyter/nbdime,1574,39,92,0,2015-11-16T09:25:53Z,Python,18795
rasbt/watermark,https://github.com/rasbt/watermark,406,10,45,13,2014-07-30T03:46:33Z,Python,313
aliyun/aliyun-odps-python-sdk,https://github.com/aliyun/aliyun-odps-python-sdk,313,53,69,62,2015-10-30T07:07:59Z,Python,93380
shuge/Qt-Python-Binding-Examples,https://github.com/shuge/Qt-Python-Binding-Examples,283,36,72,0,2011-12-02T05:07:19Z,Python,10084
danijar/handout,https://github.com/danijar/handout,1842,51,93,0,2018-08-28T15:30:22Z,Python,434
dvopsway/datasploit,https://github.com/dvopsway/datasploit,159,9,199,0,2016-05-26T03:34:43Z,Python,4513
dellis23/ispy,https://github.com/dellis23/ispy,1023,40,38,0,2015-12-20T22:02:40Z,Python,233
deepmind/kapitan,https://github.com/deepmind/kapitan,1144,39,106,75,2017-10-09T16:11:42Z,Python,8750
gregmuellegger/django-mobile,https://github.com/gregmuellegger/django-mobile,547,25,138,0,2010-10-16T13:18:14Z,Python,1049
ofek/hatch,https://github.com/ofek/hatch,2142,53,83,2,2017-05-31T23:37:53Z,Python,11066
SunnyMarkLiu/Naive_Bayes_Meet_Adaboost,https://github.com/SunnyMarkLiu/Naive_Bayes_Meet_Adaboost,140,14,71,0,2016-03-17T07:44:47Z,Python,593
Cartucho/OpenLabeling,https://github.com/Cartucho/OpenLabeling,556,25,155,4,2018-01-19T14:30:09Z,Python,2207
uber/causalml,https://github.com/uber/causalml,888,37,121,0,2019-07-09T02:08:58Z,Python,9207
ckan/ckan,https://github.com/ckan/ckan,2588,195,1239,0,2011-11-10T18:42:17Z,Python,115665
610265158/Peppa_Pig_Face_Engine,https://github.com/610265158/Peppa_Pig_Face_Engine,221,13,57,0,2019-09-04T11:38:57Z,Python,1459
ibm-watson-iot/iot-python,https://github.com/ibm-watson-iot/iot-python,171,62,144,34,2014-04-16T14:07:36Z,Python,17306
Azure/azure-sql-database-samples,https://github.com/Azure/azure-sql-database-samples,366,97,175,0,2015-05-06T17:47:35Z,Python,4174
sensepost/Snoopy,https://github.com/sensepost/Snoopy,562,104,141,0,2012-12-06T13:46:07Z,Python,5610
ParmEd/ParmEd,https://github.com/ParmEd/ParmEd,146,34,89,13,2014-03-01T04:37:42Z,Python,92272
habrman/FaceRecognition,https://github.com/habrman/FaceRecognition,172,13,83,0,2017-06-25T10:05:54Z,Python,771
nickjj/ansible-docker,https://github.com/nickjj/ansible-docker,465,23,158,0,2016-10-08T23:07:06Z,Python,66
Tautulli/Tautulli,https://github.com/Tautulli/Tautulli,3295,266,480,154,2015-02-22T16:36:06Z,Python,65270
ralphbean/bugwarrior,https://github.com/ralphbean/bugwarrior,464,22,163,0,2011-12-15T05:02:33Z,Python,11575
sebastien/monitoring,https://github.com/sebastien/monitoring,432,29,59,0,2011-02-28T20:28:08Z,Python,2342
iskandr/fancyimpute,https://github.com/iskandr/fancyimpute,789,30,127,4,2015-11-05T23:39:34Z,Python,2840
wzh191920/License-Plate-Recognition,https://github.com/wzh191920/License-Plate-Recognition,304,17,195,0,2018-03-16T13:56:27Z,Python,681
RoliSoft/ReconScan,https://github.com/RoliSoft/ReconScan,272,16,65,0,2017-02-07T22:07:38Z,Python,1471
syrusakbary/pyjade,https://github.com/syrusakbary/pyjade,703,23,124,0,2011-11-29T18:58:16Z,Python,3817
TryCatchHCF/DumpsterFire,https://github.com/TryCatchHCF/DumpsterFire,696,47,114,1,2017-10-05T23:44:54Z,Python,5892
ClusterLabs/pcs,https://github.com/ClusterLabs/pcs,172,30,84,0,2011-10-31T20:18:21Z,Python,5892
ansible/ansible,https://github.com/ansible/ansible,42457,2023,18132,3,2012-03-06T14:58:02Z,Python,-1
andrea-cuttone/geoplotlib,https://github.com/andrea-cuttone/geoplotlib,826,50,123,0,2015-02-24T13:13:07Z,Python,3489
imageio/imageio,https://github.com/imageio/imageio,708,29,134,5,2013-05-04T22:56:45Z,Python,30988
yceruto/django-ajax,https://github.com/yceruto/django-ajax,274,31,50,36,2013-07-16T00:16:20Z,Python,1106
WuJie1010/Facial-Expression-Recognition.Pytorch,https://github.com/WuJie1010/Facial-Expression-Recognition.Pytorch,692,26,277,0,2018-07-15T06:29:38Z,Python,6411
zzw922cn/Automatic_Speech_Recognition,https://github.com/zzw922cn/Automatic_Speech_Recognition,2637,151,517,0,2016-11-13T03:51:07Z,Python,4122
kstenerud/iOS-Universal-Framework,https://github.com/kstenerud/iOS-Universal-Framework,2977,217,481,0,2011-03-06T16:31:39Z,Python,962
petl-developers/petl,https://github.com/petl-developers/petl,718,48,133,20,2011-08-19T09:51:03Z,Python,33450
NVIDIA/apex,https://github.com/NVIDIA/apex,3633,92,453,0,2018-04-23T16:28:52Z,Python,21235
wn0112/PPlayer,https://github.com/wn0112/PPlayer,109,14,77,0,2015-09-16T12:20:45Z,Python,28
hahnyuan/nn_tools,https://github.com/hahnyuan/nn_tools,276,18,51,0,2016-12-01T07:38:47Z,Python,12526
django-compressor/django-compressor,https://github.com/django-compressor/django-compressor,2305,53,529,0,2010-02-05T15:48:14Z,Python,6237
kezhenxu94/house-renting,https://github.com/kezhenxu94/house-renting,717,36,133,0,2018-05-12T11:54:08Z,Python,2124
CuriousLearner/GeeksForGeeksScrapper,https://github.com/CuriousLearner/GeeksForGeeksScrapper,113,5,52,0,2015-11-29T18:24:22Z,Python,153
glumpy/glumpy,https://github.com/glumpy/glumpy,747,41,127,8,2014-08-31T18:30:26Z,Python,52383
SublimeHaskell/SublimeHaskell,https://github.com/SublimeHaskell/SublimeHaskell,565,30,85,0,2012-08-02T13:05:02Z,Python,11550
tmulc18/Distributed-TensorFlow-Guide,https://github.com/tmulc18/Distributed-TensorFlow-Guide,629,39,134,0,2017-09-05T00:09:08Z,Python,1562
CryptoSignal/crypto-signal,https://github.com/CryptoSignal/crypto-signal,1987,246,529,0,2017-09-16T23:49:24Z,Python,2214
C4ptainCrunch/ics.py,https://github.com/C4ptainCrunch/ics.py,235,13,72,7,2013-10-25T11:51:40Z,Python,6495
HypothesisWorks/hypothesis,https://github.com/HypothesisWorks/hypothesis,4216,70,369,316,2013-03-10T13:51:19Z,Python,53760
sensepost/autoDANE,https://github.com/sensepost/autoDANE,248,36,62,0,2015-10-03T10:05:31Z,Python,12616
edx/configuration,https://github.com/edx/configuration,747,181,736,8,2013-04-16T17:23:42Z,Python,8365
researchmm/SiamDW,https://github.com/researchmm/SiamDW,518,27,143,0,2019-03-28T06:58:07Z,Python,5138
rabbitinaction/sourcecode,https://github.com/rabbitinaction/sourcecode,319,47,174,0,2011-01-26T02:04:43Z,Python,1469
lanjelot/patator,https://github.com/lanjelot/patator,2033,137,520,0,2014-08-25T00:56:21Z,Python,0
syrusakbary/gdom,https://github.com/syrusakbary/gdom,1176,34,31,0,2016-02-25T18:43:23Z,Python,286
bwall/bamfdetect,https://github.com/bwall/bamfdetect,129,21,22,14,2014-08-17T03:28:50Z,Python,3254
City-Bureau/city-scrapers,https://github.com/City-Bureau/city-scrapers,165,27,235,0,2017-07-21T00:45:13Z,Python,20408
TheRook/subbrute,https://github.com/TheRook/subbrute,2362,121,477,2,2012-06-10T01:08:20Z,Python,5643
